Song Title,Artist,Male0 / Female1/Other3,Publish Year,Solo0 / Group1,Main Chord Progression,Romance,Lyrics,Length of Song,Length in Seconds,bpm,danceability
Laugh Now Cry Later,Drake,0,2020,0,"1,7,6,3,2,1,7,6",0,"Woah, woah Yeah Sometimes we laugh and sometimes we cry, but I guess you know now, baby I took a half and she took the whole thing, slow down, baby (baby) We took a trip, now we on your block and it's like a ghost town, baby Where do these niggas be at when they say they doin' all this and all that? Tired of beefin' you bums, you can't even pay me enough to react Been wakin' up in the crib and sometimes I don't even know where I'm at Please don't play that nigga songs in this party, I can't even listen to that Anytime that I ran into somebody, it must be a victory lap, ayy Shawty, come sit on my lap, ayy, they sayin' Drizzy just snap Distance between us is not like a store, this isn't a closeable gap, ayy I've seen some niggas attack and don't end up makin' it back I know that they at the crib goin' crazy, down bad What they had didn't last, damn, baby Sometimes we laugh and sometimes we cry, but I guess you know now, baby I took a half and she took the whole thing, slow down, baby (baby) We took a trip, now we on your block and it's like a ghost town, baby Where do these niggas be at when they say they doin' all this and all that? I'm in the trenches, relax Can you not play that lil' boy in the club? 'Cause we do not listen to rats We in Atlanta, I buy her a wig, she tellin' me ""Tae is the best"" Point at the nigga who act like a killer, but you only one from the 'net I'm like DaBaby, I'm not just a rapper, you play with me, you gon' get stretched Hmm-hmm, Ooh-oh Bring Drake to the hood, surround Drake around Dracs Even though I got a case, I'ma do what it take And I never been embraced And the money's hard to make So I bet they on they face right now I know that they at the crib goin' crazy, down bad What they had didn't last, damn, baby Sometimes we laugh and sometimes we cry, but I guess you know now, baby I took a half and she took the whole thing, slow down, baby (baby) We took a trip, now we on your block and it's like a ghost town, baby Where do these niggas be at when they say they doin' all this and all that? When he tell the story, that's not how it went Know they be lyin', a hundred percent Moved out the Ritz and forgot 'bout the Bent' Valet just called me to tell me come get it Knocked that boy off and I don't want no credit If it was me, they wouldn't regret it Left me for dead and now they wan' dead it, yeah Heart is still beatin', my niggas still eatin' Backyard, it look like the Garden of Eden Pillow talk with 'em, she spillin' the tea And then shawty came back and said she didn't mean itIt's hard to believe it I know that they at the crib goin' crazy, down bad What they had didn't last, damn, baby Sometimes we laugh and sometimes we cry, but I guess you know now, baby I took a half and she took the whole thing, slow down, baby (baby) We took a trip, now we on your block and it's like a ghost town, baby Where do these niggas be at when they say they doin' all this and all that?",5:01,301,134.9526367,1.023379087
Dákiti,"Bad Bunny,Jhay Cortez",0,2020,0,"1,6,3,2,1,6,3,2",0,"Baby, I already found out, it shows when you see me There where you have not arrived, you know that I'll take you And tell me what you want to drink, it's that you're my baby And who is going to talk about us? If we don't let them see us?And sometimes it's Dolce, sometimes Bulgari When I take it off you after parties The glasses of wine, the pounds of seafood You are very loose, I'm on safari You move your phenomenal ass So that I devour you like an animal If you have not come, I will wait for you In my bed and I'm going to celebrate Baby, I'm not against you And I always put it on you And if you throw me out, we'll both be swimming in the deep If it's for me, I'll put it on you From September to August To me without balls to what your friends say Baby, I already found out, it shows when you see me There where you have not arrived, you know that I'll take you And tell me what you want to drink, it's that you're my baby And who is going to talk about us? If we don't let them see us? (Follow me?) Mami, you have me hooked, yes If you were The Uru', you would have me parked outside Circling around Condado, with you always snatched up You're not my lady, but Take five thousand, spend it on Sephora Louis Vuitton, not purchased on Pandora Like a piercing, piercing men, eh-eh-ehm Awhile ago they broke his heart Studious, set to be a doctor (doctor) But (but), she Baby, I already found out, it shows when you see me There where you have not arrived, you know that I'll take you And tell me what you want to drink, it's that you're my babyAnd who is going to talk about us? If we don't let them see us?, I'm not against you And I always put it on you (I put it on you) And if you throw me out, we'll both be swimming in the deep (Swim in the deep) If it's for me, I'll put it on you From September to August To me without balls to what your friends saylikes guys doing wheelies on motorcycles (motorcycles) I am here for you 24 hours per day",3:33,213,110.0425034,1.382907629
Toosie Slide,Drake,0,2020,0,"1,5,2,3,1,5,2,3",0,"Black leather gloves, no sequins Buckles on the jacket, it's Alyx shit Nike crossbody, got a piece in it Got a dance, but it's really on some street shitI'ma show you how to get it It go, right foot up, left foot slideLeft foot up, right foot slide Basically, I'm saying either way, we 'bout to slide, ayy Can't let this one slide, ayy Don't you wanna dance with me? No?I could dance like Michael Jackson I could give you thug passion It's a Thriller in the trap where we fromBaby, don't you want to dance with me? No?I could dance like Michael Jackson I could give you satisfaction And you know we out here everyday with it I'ma show you how to get it It go, right foot up, left foot slide Left foot up, right foot slide Basically, I'm saying either way, we 'bout to slide, ayy Can't let this one slide, ayy (who's bad?) Two thousand shorties wanna tie the knot, ayy, yeah Two hundred shooters on my brother's block, whoa, yeah Petal off a rose like, I love her her not, maybe not I don't know what's wrong with me, I can't stop, whoa, yeah Won't stop, whoa, yeah, never stop Got so many opps, I be mistakin' opps for other opps Got so many people that I love out of troubled spots Other than the family I got, it's either you or me That's just how I think, it's either you or me This life got too deep for you, baby Two or three of us about to creep where they stayin Black leather gloves, no sequins Buckles on the jacket, it's Alyx shit Nike crossbody, got a piece in it Got a dance, but it's really on some street shit I'ma show you how to get it It go, right foot up, left foot slide Left foot up, right foot slide Basically, I'm sayin' either way, we 'bout to slide, ayy Can't let this one slide, ayy (who's bad?) Toosie slide, then I hit it double time Then I hit a spin 'cause we spun their block a couple times If it's not the right time, there'll always be another time I'm not even trippin', we'll just see 'em in the summertime, whoa, yeah Can't describe the pressure I be puttin' on myself, yeah Really I just can't afford to lose nobody else, yeah If they movin' shaky, we'll just do this shit ourselves, whoa If I'm movin' shaky, Chubbs'll do this shit himself, yeah Solo, niggas on they YOLO for real Heard a lot about you, but we don't know for real Next time, guarantee the truth'll get revealed Black leather gloves, no sequins, yeah Buckles on the jacket, it's Alyx shit Nike crossbody, got a piece in it Got a dance, but it's really on some street shit I'ma show you how It go, right foot up, left foot slide Left foot up, right foot slide Basically, I'm saying either way, we 'bout to slide, ayy Can't let this one slide, ayy Don't you wanna dance with me? No? I could dance like Michael Jackson (Jackson) I could give you thug passion (passion) It's a Thriller in the trap where we from (where we from) Baby, don't you want to dance with me? No? I could dance like Michael Jackson (Jackson) I could give you satisfaction ('faction) And you know we out here everyday with it I'ma show you how to get it It go, right foot up, left foot slide Left foot up, right foot slide Basically, I'm sayin' either way, we 'bout to slide (Who's bad?)",5:11,311,81.60725403,1.089781165
Sweet Melody,Little Mix,1,2020,1,"1,7,6,3,1,7,6,3",1,"In a whole other life, there was this boy that I knew He made me feel like a woman, we were young and silly fools Anyway, he was in a band, wrote love songs about me I wasn't crazy 'bout the words, but the melodies were sweet Went something like Doo-doo, doo-doo-doo-doo Doo-roo-doo-doo, doo-roo-doo-roo Doo-doo, doo-doo-doo-doo Doo-roo-doo-doo, doo-doo-doo-doo Every time we go dancing, I see his straying eyes Gave him too many chances, push my gears too many times And when he start acting dumb, then I'll be on my way to leave But I stopped in the tracks, when I heard this melody And it went like Doo-doo, doo-doo-doo-doo Doo-roo-doo-doo, doo-roo-doo-roo Doo-doo, doo-doo-doo-doo Doo-roo-doo-doo, doo-doo-doo-doo He used to sing me sweet melodies He played me, made me believe it was real love Sing me sweet melodies But the day he did me wrong Sing me sweet melodies But the day he did me wrong (me wrong) The song couldn't go on and on and on Doo-doo, doo-doo-doo-doo Doo-roo-doo-doo, doo-roo-doo-roo (ay, ay, ohh) Doo-doo, doo-doo-doo-doo Doo-roo-doo-doo, doo-doo-doo-doo (oh whoa) On and on On and on He used to sing me sweet melodies He played me, made me believe it was real love Sing me sweet melodies But the day he did me wrong (me wrong) The song couldn't go on and on and on (On and on, and on, yeah) He used to sing me sweet melodies (melodies, yeah) He played me, made me believe it was real love Sing me sweet melodies But the day he did me wrong The song couldn't go on and on and on Sing me sweet melodies (sing me sweet melodies, yeah) He played me, made me believe it was real love Sing me sweet melodies But the day he did me wrong (me wrong) The song couldn't go on and on and on, noThe song couldn't go on and on He used to sing me sweet melodies He played me, made me believe it was real love Sing me sweet melodies But the day he did me wrong The song couldn't go on and on and on He would lie, he would cheat over syncopated beats I was just his tiny dancer, he had control of my feet Yes, when he came along, that's when I lost the groove There was no song in the world to sing along or make me move Sounded something like Doo-doo, doo-doo-doo-doo Doo-roo-doo-doo, doo-roo-doo-roo (it was, oh) Doo-doo, doo-doo-doo-doo Doo-roo-doo-doo, doo-doo-doo-doo He used to sing me sweet melodies (oh) He played me, made me believe it was real love Sing me sweet melodies But the day he did me wrong (yeah, yeah) The song couldn't go on and on and on (couldn't go on, no) He used to sing me sweet melodies (sing sweet melodies) He played me, made me believe it was real love",3:32,212,119.9252319,1.374548078
Therefore I am,Billie Eillish,1,2020,0,"1,5,5,1,5,5,1,5",0,"I'm not your friend or anything, damn You think that you're the man I think, therefore, I am I'm not your friend or anything, damn You think that you're the man I think, therefore, I am Stop, what the hell are you talking about? Ha Get my pretty name outta your mouth We are not the same with or without Don't talk 'bout me like how you might know how I feel Top of the world, but your world isn't real Your world's an ideal So go have fun I really couldn't care less And you can give 'em my best, but just know I'm not your friend or anything, damn You think that you're the man I think, therefore, I am I'm not your friend or anything, damn You think that you're the man I think, therefore, I am I don't want press to put your name next to mine We're on different lines, so I Wanna be nice enough, they don't call my bluff 'Cause I hate to find Articles, articles, articles Rather you remain unremarkable Got a lotta interviews, interviews, interviews When they say your name, I just act confused Did you have fun? I really couldn't care less And you can give 'em my best, but just know I'm not your friend or anything, damn You think that you're the man I think, therefore, I am I'm not your friend or anything, damn You think that you're the man I think, therefore, I am I'm sorry I don't think I caught your name I'm sorry I don't think I caught your name I'm not your friend or anything, damn You think that you're the man I think, therefore, I am I'm not your friend or anything, damn You think that you're the man I think, therefore, I am",4:58,298,93.89323425,1.246143818
Levitating ,Dua Lipa,1,2020,0,"1,5,4,1,1,5,4,1",1,"Dance Woo-hoo If you wanna run away with me, I know a galaxy And I can take you for a ride (for a ride) I had a premonition that we fell into a rhythm Where the music don't stop for life (for life) Glitter in the sky, glitter in my eyes Shining just the way I like (I like) If you're feeling like you need a little bit of company You met me at the perfect time You want me, I want you, baby My sugarboo, I'm levitating The Milky Way is liberating Yeah, yeah, yeah I got you, moonlight, you're my starlight I need you all night, come on, dance with me I got you, moonlight, you're my starlight (you're the moonlight) I need you all night, come on, dance with me (come and dance with me) I believe that you're for me, I feel it in our energy I see it written in the stars We can go wherever, so let's do it now or never Baby, nothing's ever, ever too far Glitter in the sky, glitter in our eyes Shining just the way we are I feel like we're forever every time we get together No, we're never gonna be apart You want me, I want you, baby My sugarboo, I'm levitating The Milky Way is liberating Yeah, yeah, yeah I got you, moonlight, you're my starlight I need you all night, come on, dance with me (Baby, won't you come and dance with me) I got you, moonlight, you're my starlight (you're the moonlight) I need you all night, come on, dance with me (come on, dance with me) You can fly away with me tonight You can fly away with me tonight Baby, let me take you for a ride (let me take you for a ride) You can fly away with me tonight You can fly away with me tonight Baby, let me take you for a ride (I can't stop it, baby) Let's go Boy, I'm advanced, got my real tight pants When I back it up, I put you in a trance (woo) If you wanna dance, then show me all your bands 'Cause tonight, I might give you a chance (let's get it, skrrt) Pull up in the coupe Ooh, that dude, he look hella cute Yeah, he lookin' at me like, ""Ooh"" Suck my breasts like Betty Boop (woo) Oh, my, my, my (my, my) Get to stuttering like, ""I-I-I"" (I-I) I'm a freak, I like to play shy But I will get it poppin', anything, I'll try it Say I'm on his top five list On a Major Key like Khaled Don't speak, open up your eyelids I can be your girl if you keep it private You want me, I want you, baby My sugarboo, I'm levitating The Milky Way is liberating Yeah, yeah, yeah I got you, moonlight, you're my starlight I need you all night, come on, dance with me (Come and dance with me) You can fly away with me tonight You can fly away with me tonight Baby, let me take you for a ride (Come on, let me take you for a ride) You can fly away with me tonight You can fly away with me tonight Baby, let me take you for a ride (Come on, let me take you for a ride) I got you, moonlight, you're my starlight (you are my starlight) I need you all night, come on, dance with me (come on, dance with me) I got you, moonlight, you're my starlight (you're the moonlight) I need you all night, come on, dance with me I'm levitating Woo-hoo I'm levitating (woo)",3:50,230,103.0228882,1.491898537
Death Bed,Powfu,0,2020,0,"1,1,4,4,1,1,4,4",1,"Don't stay awake for too long, don't go to bed I'll make a cup of coffee for your head It'll get you up and going out of bed Yeah, I don't wanna fall asleep, I don't wanna pass away I been thinking of our future 'cause I'll never see those days I don't know why this has happened, but I probably deserve it I tried to do my best, but you know that I'm not perfect I been praying for forgiveness, you've been praying for my health When I leave this earth, hopin' you'll find someone else 'Cause yeah, we still young, there's so much we haven't done Getting married, start a family, watch your husband with his son I wish it could be me, but I won't make it out this bed I hope I go to heaven so I see you once again My life was kinda short, but I got so many blessings Happy you were mine, it sucks that it's all ending Don't stay awake for too long, don't go to bed I'll make a cup of coffee for your head It'll get you up and going out of bed (Yeah, ayy, ayy) Don't stay awake for too long, don't go to bed I'll make a cup of coffee for your head It'll get you up and going out of bed (Ayy, yeah) I'm happy that you here with me, I'm sorry if I tear up When me and you were younger, you would always make me cheer up Taking goofy videos and walking through the park You would jump into my arms every time you heard a bark Cuddle in your sheets, sing me sound asleep And sneak out through your kitchen at exactly 1:03 Sundays, went to church, on mondays, watched a movie Soon you'll be alone, sorry that you have to lose me Don't stay awake for too long, don't go to bed I'll make a cup of coffee for your head It'll get you up and going out of bed Don't stay awake for too long, don't go to bed I'll make a cup of coffee for your head It'll get you up and going out of bed Don't stay awake for too long, don't go to bed I'll make a cup of coffee for your head It'll get you up and going out of bed Don't stay awake for too long, don't go to bed I'll make a cup of coffee for your head It'll get you up and going out of bed Don't stay awake for too long, don't go to bed I'll make a cup of coffee for your head It'll get you up and going out of bed",2:53,173,143.7921906,1.034701705
Hard to Forget,Sam Hunt,0,2020,0,"1,4,1,5,6,4,1,5",1,"There stands the glass That will ease all my pain That will settle my brain It's my first one today There stands the glass That-that will ease all my pain That-that will settle my brain It's-it's my first one today Hey I saw your sister at work I saw your mama at church I'm pretty sure I saw your car at the mall I see your face in the clouds I smell your perfume in crowds I swear your number's all my phone wants to call It's kinda funny how I can't seem to get away from you It's almost like you don't want me to You've got a cold heart and the cold hard truth I got a That you showed up tonight in that dress Just to mess with my head So much for so long, out of sight, out of mind Girl you're lookin' so good, it's drivin' me out of mine Oh, you're breakin' my heart Baby, you're playin' hard to forget Oh honey, I'm fallin' apart You're playin' hard to forgetbottle of whiskey but I got no proof That you showed up tonight in that dress Just to mess with my head So much for so long, out of sight, out of mind Girl you're lookin' so good, it's drivin' me out of mine Oh, you're breakin' my heart Baby, you're playin' hard to forget Told me to leave all your things Out on the porch on the swing You'd come and grab 'em by the end of the week Well, it's just some jeans and a shirt But it's a whole lot of hurt I think I know why you've been draggin' your feet Ain't it funny how I can't seem to get away from you It's almost like you don't want me to You've got a cold heart and the cold hard truth I got a bottle of whiskey but I got no proof That you showed up tonight in that dress Just to mess with my head So much for so long, out of sight, out of mind Girl you're lookin' so good, it's drivin' me out of mine Oh, you're breakin' my heart Baby, you're playin' hard to forget There stands the glass That-that will ease all my pain That-that will settle my brain It's-it's my first one today You've got a cold heart and the cold hard truth I got a bottle of whiskey but I got no proof",3:31,211,129.9970703,1.448350906
If You Are Too Shy,The 1975,1,2020,1,"5,6,4,5,6,4,5,6",1,"I see her online all the time I'm trying not to stare down there While she talks about her tough time Girl of your dreams, you know what I mean There's something 'bout her stare that makes you nervous And you say things that you don't mean Well, I found my hotel I called up the twins It's seven in the morning so they won't let me in I need to get back I've gotta see the girl on the screen ""Maybe I would like you better if you took off your clothes I'm not playing with you, baby I think that you should give it a go"" She said, ""Maybe I would like you better if you took off your clothes I wanna see, and stop thinking If you're too shy, then let me Too shy, then let me know"" I've been wearing nothing every time I call you And I'm starting to feel weird about it Sometimes it's better if you think about it This time, I think I'm gonna drink through it But I see her online And don't think that I should be calling all the time I just wanted a happy ending And I'm pretending I don't care about her stare While she's giving me a tough time Well, I found a motel It looked like the bins I think there'd been a murder so we couldn't get in I need to get back I've gotta see the girl on the screen Maybe I would like you better if you took off your clothes I'm not playing with you, baby I think that you should give it a go She said, ""Maybe I would like you better if you took off your clothes I wanna see, and stop thinking If you're too shy, then let me Too shy, then let me know (too shy, then let me know) Well, if you're too shy, then let me me know (too shy, then let me know) If you're too shy then let me go"" Oh, yeah I see her online all the time She said, ""Maybe I would like you better if you took off your clothes I'm not playing with you, baby I think that you should give it a go"" She said, ""Maybe I would like you better if you took off your clothes I wanna see, and stop thinking If you're too shy, then let me Too shy, then let me know""",5:34,334,127.0059128,1.51629889
The Bigger Picture,Lil Baby,0,2020,0,"1,7,6,5,1,7,6,5",0,"Protests and growing national outcry continues Over the death of George Floyd Last night, people protesting in Minneapolis escalated As demonstrators were lashed by tear gas and rubber bullets The main message here, the main message here, the main message here Is that they want to see those officers involved They want to see those officers arrested Officers arrested (I can't breathe, I can't breathe) Trade my 4 x 4 for a G63, ain't no more free Lil Steve I gave 'em chance and chance and chance again I even done told them please I find it crazy the police'll shoot you and know that you dead But still tell you to freeze Fucked up, I seen what I seen I guess that mean hold him down if he say he can't breathe It's too many mothers that's grieving They killing us for no reason Been going on for too long to get even Throw us in cages like dogs and hyenas I went to court and they sent me to prison My mama was crushed when they said I can't leave First I was drunk, then I sobered up quick When I heard all that time that they gave to Taleeb He got a life sentence plus We just some products of our environment How the fuck they gon' blame us? You can't fight fire with fire I know, but at least we can turn up the flames some Every colored person ain't dumb and all whites not racist I be judging by the mind and heart, I ain't really into faces Fucked up, the way that we livin' is not getting better You gotta know how to survive Crazy, I had to tell all of my loved ones To carry a gun when they going outside Stare in the mirror whenever you drive Overprotective, go crazy for mine You gotta pay attention to the signs Seem like the blind following the blind Thinking 'bout everything that's going on I boost security up at my home I'm with my kind if they right or they wrong I call him now, he'll pick up the phone And it's five in the morning, he waking up on it Tell 'em wherever I'm at, then they comin' I see blue lights, I get scared and start runnin' That shit be crazy, they 'posed to protect us Throw us in handcuffs and arrest us While they go home at night, that shit messed up Knowing we needed help, they neglect us Wondering who gon' make them respect us I can see in your eye that you fed up Fuck around, got my shot, I won't let up They know that we a problem together They know that we can storm any weather It's bigger than black and white It's a problem with the whole way of life It can't change overnight But we gotta start somewhere Might as well gon' 'head start here We done had a hell of a year I'ma make it count while I'm here God is the only man I fear Fuck it, I'm goin' on the front line He gon' bust your ass if you come past that gun line You know when the storm go away, then the sun shine You gotta put your head in the game when it's crunch time I want all my sons to grow up to be monsters I want all my daughters to show out in public Seems like we losing our country But we gotta stand up for something, so this what it comes to Every video I see on my conscience I got power, now I gotta say somethin' Corrupted police been the problem where I'm from But I'd be lying if I said it was all of them I ain't do this for the trend, I don't follow them Altercations with the law, had a lot of them People speaking for the people, I'm proud of them Stick together, we can get it up out of them I can't lie like I don't rap about killing and dope But I'm telling my youngins to vote I did what I did 'cause I didn't have no choice or no hope I was forced to just jump in and go This bullshit is all that we know, but it's time for a change Got time to be serious, no time for no games We ain't takin' no more, let us go from them chains",4:16,256,137.6952667,1.455422997
