Song Title,Artist,Male0 / Female1/Other3,Publish Year,Solo0 / Group1,Main Chord Progression,Romance,Lyrics,Length of Song,Length in Seconds,bpm,danceability
Positions,Ariana Grande,1,2020,0,"4,1,5,6,4,1,5,6",1,"Heaven sent you to me I'm just hopin' I don't repeat history Boy, I'm tryna meet your mama on a Sunday Then make a lotta love on a Monday (ah-ah) Never need no (no), no one else, babe 'Cause I'll be Switchin' the positions for you Cookin' in the kitchen and I'm in the bedroom I'm in the Olympics, way I'm jumpin' through hoops Know my love infinite, nothin' I wouldn't do That I won't do, switchin' for you Perfect, perfect You're too good to be true (you're too good to be true) But I get tired of runnin' Fuck it, now I'm runnin' with you (wit' you) Said, boy, I'm tryna meet your mama on a Sunday Then make a lotta love on a Monday (ah-ah) Never need no (no), no one else, babе 'Cause I'll be Switchin' the positions for you (for you, ah) Cookin' in thе kitchen and I'm in the bedroom I'm in the Olympics, way I'm jumpin' through hoops Know my love infinite, nothing I wouldn't do That I won't do, switchin' for you Cookin' in the kitchen and I'm in the bedroom (bedroom) I'm in the Olympics way, I'm jumpin' through hoops Know my love infinite, nothing I wouldn't do That I won't do, switching for you This some shit that I usually don't do (yeah) But for you, I kinda, kinda want to 'Cause you're down for me and I'm down too (and I'm down too) Yeah, I'm down too, switching the positions for you This some shit that I (yeah) usually don't do (don't do) But for you, I kinda, kinda want to 'Cause you're down for me and I'm down too Switchin' the positions for you Cookin' in the kitchen and I'm in the bedroom I'm in the Olympics way, I'm jumpin' through hoops (to you, to you) Know my love infinite, nothing I wouldn't do (do) That I won't do, switchin' for you Cookin' in the kitchen and I'm in the bedroom I'm in the Olympics way, I'm jumpin' through hoops Know my love infinite, nothin' I wouldn't do That I won't do, switchin' for you Yeah Ah, yeah Ah (ah), yeah",2:57,177,144.0231934,1.634333968
Look What You Made Me Do,Taylor Swift,1,2017,0,"1,7,6,5,1,7,6,5",0,"I don't like your little games Don't like your tilted stage The role you made me play of the fool No, I don't like you I don't like your perfect crime How you laugh when you lie You said the gun was mine Isn't cool, no, I don't like you But I got smarter, I got harder in the nick of time Honey, I rose up from the dead, I do it all the time I got a list of names, and yours is in red, underlined I check it once, then I check it twice, oh! Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me- Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me do I don't like your kingdom keys They once belonged to me You asked me for a place to sleep Locked me out and threw a feast (what?) The world moves on, another day another drama, drama But not for me, not for me, all I think about is karma And then the world moves on, but one thing's for sure Maybe I got mine, but you'll all get yours But I got smarter I got harder in the nick of time (nick of time) Honey, I rose up from the dead I do it all the time (I do it all the time) I got a list of names, and yours is in red, underlined I check it once, then I check it twice, oh! Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me- Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me do I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams I'm sorry But the old Taylor can't come to the phone right now Why? Oh, 'cause she's dead (oh) Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me- Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me do Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me- Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me do",3:35,215,128.0887604,1.164316297
Love Story,Taylor Swift,1,2008,0,"1,5,6,4,5,1,5,6",1,"We were both young when I first saw you I close my eyes and the flashback starts I'm standin' there On a balcony in summer air See the lights, see the party, the ball gowns See you make your way through the crowd And say, ""Hello"" Little did I know That you were Romeo, you were throwin' pebbles And my daddy said, ""Stay away from Juliet"" And I was cryin' on the staircase Beggin' you, ""Please don't go, "" and I said Romeo, take me somewhere we can be alone I'll be waiting, all there's left to do is run You'll be the prince and I'll be the princess It's a love story, baby, just say, ""Yes"" So I sneak out to the garden to see you We keep quiet, 'cause we're dead if they knew So close your eyes Escape this town for a little while, oh oh 'Cause you were Romeo, I was a scarlet letter And my daddy said, ""Stay away from Juliet"" But you were everything to me I was beggin' you, ""Please don't go, "" and I said Romeo, take me somewhere we can be alone I'll be waiting, all there's left to do is run You'll be the prince and I'll be the princess It's a love story, baby, just say, ""Yes"" Romeo, save me, they're tryna tell me how to feel This love is difficult, but it's real Don't be afraid, we'll make it out of this mess It's a love story, baby, just say, ""Yes"" Oh, oh I got tired of waiting Wonderin' if you were ever comin' around My faith in you was fading When I met you on the outskirts of town, and I said Romeo, save me, I've been feeling so alone I keep waiting for you, but you never come Is this in my head? I don't know what to think He knelt to the ground and pulled out a ring And said, ""Marry me, Juliet You'll never have to be alone I love you and that's all I really know I talked to your dad, go pick out a white dress It's a love story, baby, just say, ""Yes"" Oh, oh, oh Oh, oh, oh, oh 'Cause we were both young when I first saw you",3:56,236,118.1612244,1.185181975
ME!,"Taylor Swift, Brendon Urie",3,2019,0,"1,6,4,5,1,6,4,5",1,"I promise that you'll never find another like me I know that I'm a handful, baby, uh I know I never think before I jump And you're the kind of guy the ladies want (And there's a lot of cool chicks out there) I know that I went psycho on the phone I never leave well enough alone And trouble's gonna follow where I go (And there's a lot of cool chicks out there) But one of these things is not like the others Like a rainbow with all of the colors Baby doll, when it comes to a lover I promise that you'll never find another like Me-e-e, ooh-ooh-ooh-ooh I'm the only one of me Baby, that's the fun of me Eeh-eeh-eeh, ooh-ooh-ooh-ooh You're the only one of you Baby, that's the fun of you And I promise that nobody's gonna love you like me-e-e I know I tend to make it about me I know you never get just what you see But I will never bore you, baby (And there's a lot of lame guys out there) And when we had that fight out in the rain You ran after me and called my name I never wanna see you walk away (And there's a lot of lame guys out there) 'Cause one of these things is not like the others Livin' in winter, I am your summer Baby doll, when it comes to a lover I promise that you'll never find another like Me-e-e, ooh-ooh-ooh-ooh I'm the only one of me Let me keep you company Eeh-eeh-eeh, ooh-ooh-ooh-ooh You're the only one of you Baby, that's the fun of you And I promise that nobody's gonna love you like me-e-e Hey, kids! Spelling is fun! Girl, there ain't no I in ""team"" But you know there is a ""me"" Strike the band up, one, two, three I promise that you'll never find another like me Girl, there ain't no I in ""team"" But you know there is a ""me"" And you can't spell ""awesome"" without ""me"" I promise that you'll never find another like Me-e-e (yeah), ooh-ooh-ooh-ooh (and I won't stop, baby) I'm the only one of me (I'm the only one of me) Baby, that's the fun of me (baby, that's the fun of me) Eeh-eeh-eeh, ooh-ooh-ooh-ooh (oh) You're the only one of you (oh) Baby, that's the fun of you And I promise that nobody's gonna love you like me-e-e Girl, there ain't no I in ""team"" (ooh-ooh-ooh-ooh) But you know there is a ""me"" I'm the only one of me (oh-oh) Baby, that's the fun of me (Eeh-eeh-eeh, ooh-ooh-ooh-ooh) Strike the band up, one, two, three You can't spell ""awesome"" without ""me"" You're the only one of you Baby, that's the fun of you And I promise that nobody's gonna love you like me-e-e",3:14,194,91.00815582,1.282147646
You Belong With Me,Taylor Swift,1,2009,0,"1,5,2,4,1,1,1,5",1,"You're on the phone with your girlfriend, she's upset She's going off about something that you said 'Cause she doesn't get your humor like I do I'm in the room, it's a typical Tuesday night I'm listening to the kind of music she doesn't like And she'll never know your story like I do But she wears short skirts I wear T-shirts She's Cheer Captain, and I'm on the bleachers Dreaming about the day when you wake up and find That what you're looking for has been here the whole time If you could see that I'm the one Who understands you Been here all along So, why can't you see? You belong with me You belong with me Walk in the streets with you in your worn-out jeans I can't help thinking this is how it ought to be Laughing on a park bench thinking to myself Hey, isn't this easy? And you've got a smile That can light up this whole town I haven't seen it in a while Since she brought you down You say you're fine, I know you better than that Hey, what you doing with a girl like that? She wears high heels I wear sneakers She's Cheer Captain, and I'm on the bleachers Dreaming about the day when you wake up and find That what you're looking for has been here the whole time If you could see that I'm the one Who understands you Been here all along So, why can't you see? You belong with me Standing by and waiting at your backdoor All this time how could you not know, baby? You belong with me You belong with me Oh, I remember you driving to my house In the middle of the night I'm the one who makes you laugh When you know you're 'bout to cry And I know your favorite songs And you tell me 'bout your dreams Think I know where you belong Think I know it's with me Can't you see that I'm the one Who understands you? Been here all along So, why can't you see? You belong with me Standing by and waiting at your backdoor All this time how could you not know, baby? You belong with me You belong with me You belong with me Have you ever thought just maybe You belong with me? You belong with me",3:48,228,130.0126801,1.270941734
Shake it Off,Taylor Swift,1,2014,0,"2,4,1,2,4,1,2,4",0,"I stay out too late Got nothing in my brain That's what people say, mm, mm That's what people say, mm, mm I go on too many dates But I can't make 'em stay At least that's what people say, mm, mm That's what people say, mm, mm But I keep cruising Can't stop, won't stop moving It's like I got this music in my mind Saying it's gonna be alright 'Cause the players gonna play, play, play, play, play And the haters gonna hate, hate, hate, hate, hate Baby, I'm just gonna shake, shake, shake, shake, shake I shake it off, I shake it off (Whoo-hoo-hoo) Heartbreakers gonna break, break, break, break, break And the fakers gonna fake, fake, fake, fake, fake Baby, I'm just gonna shake, shake, shake, shake, shake I shake it off, I shake it off (Whoo-hoo-hoo) I never miss a beat I'm lightning on my feet And that's what they don't see, mm, mm That's what they don't see, mm, mm I'm dancing on my own (Dancing on my own) I make the moves up as I go (Moves up as I go) And that's what they don't know, mm, mm That's what they don't know, mm, mm But I keep cruising Can't stop, won't stop grooving It's like I got this music in my mind Saying it's gonna be alright 'Cause the players gonna play, play, play, play, play And the haters gonna hate, hate, hate, hate, hate Baby, I'm just gonna shake, shake, shake, shake, shake I shake it off, I shake it off (Whoo-hoo-hoo) Heartbreakers gonna break, break, break, break, break And the fakers gonna fake, fake, fake, fake, fake Baby, I'm just gonna shake, shake, shake, shake, shake I shake it off, I shake it off (Whoo-hoo-hoo) Shake it off, I shake it off I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off (Whoo-hoo-hoo) Hey, hey, hey Just think while you've been gettin' down and out about the liars And the dirty, dirty cheats of the world You could've been gettin' down To this sick beat My ex man brought his new girlfriend She's like, ""Oh my God!"" I'm just gonna shake And to the fella over there with the hella good hair Won't you come on over baby? We can shake, shake, shake (Yeah) Yeah, oh 'Cause the players gonna play, play, play, play, play And the haters gonna hate, hate, hate, hate, hate (Haters gonna hate) Baby, I'm just gonna shake, shake, shake, shake, shake I shake it off, I shake it off (Whoo-hoo-hoo) Heartbreakers gonna break, break, break, break, break And the fakers gonna fake, fake, fake, fake, fake (And fake, and fake, and fake) Baby, I'm just gonna shake, shake, shake, shake, shake I shake it off, I shake it off (Whoo-hoo-hoo) Shake it off, I shake it off I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off (Whoo-hoo-hoo) Shake it off, I shake it off I, I, I shake it off, I shake it off (You got to) I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off",3:35,215,79.98126984,1.122130513
I Don't Wanna Live Forever,"Taylor Swift, Zayn Malik",3,2017,0,"1,5,2,3,1,5,2,3",1,"Been sitting eyes wide open behind these four walls, hoping you'd call It's just a cruel existence like there's no point hoping at all Baby, baby, I feel crazy Up all night, all night and every day Give me something, oh, but you say nothing What is happening to me? I don't wanna live forever, 'cause I know I'll be living in vain And I don't wanna fit wherever I just wanna keep calling your name until you come back home I just wanna keep calling your name until you come back home I just wanna keep calling your name until you come back home I'm sitting eyes wide open, and I got one thing stuck in my mind Wondering if I dodged a bullet or just lost the love of my life, oh Baby, baby, I feel crazy Up all night, all night and every day I gave you something, but you gave me nothing What is happening to me? I don't wanna live forever, 'cause I know I'll be living in vain And I don't wanna fit (fit, baby) wherever (wherever) I just wanna keep calling your name until you come back home I just wanna keep calling your name until you come back home I just wanna keep calling your name until you come back home I've been looking sad in all the nicest places Baby, baby, I feel crazy I see you around in all these empty faces Up all night, all night and every day I've been looking sad in all the nicest places Give me something, oh, but you say nothing Now I'm in a cab, I tell 'em where your place is What is happening to me? I don't wanna live forever, 'cause I know I'll be living in vain And I don't wanna fit wherever I just wanna keep calling your name until you come back home I just wanna keep calling your name until you come back home I just wanna keep calling your name until you come back home I just wanna keep calling your name until you come back home I just wanna keep calling your name until you come back home I just wanna keep calling your name until you come back home Until you come back home",4:16,256,,
Bad Blood,Taylor Swift,1,2014,0,"1,5,2,3,1,5,2,3",1,"Cause baby now we got bad blood You know it used to be mad love So take a look at what you've done 'Cause baby now we got bad blood (hey!) Now we got problems And I don't think we can solve them You made a really deep cut And baby now we got bad blood (hey!) Did you have to do this? I was thinking that you could be trusted Did you have to ruin what was shining now it's all rusted Did you have to hit me where I'm weak, baby, I couldn't breathe I rubbed it in so deep Salt in the wound like you're laughing right at me Oh, it's so sad to think about the good times You and I 'Cause baby now we got bad blood You know it used to be mad love So take a look at what you've done 'Cause baby now we got bad blood (hey!) Now we got problems And I don't think we can solve them You made a really deep cut And baby now we got bad blood (hey!) Did you think we'd be fine? Still got scars on my back from your knife So don't think it's in the past These kind of wounds they last and they last Now did you think it all through? All these things will catch up to you And time can heal but this won't So if you come in my way, just don't Oh, it's so sad to think about the good times You and I 'Cause baby now we got bad blood You know it used to be mad love So take a look at what you've done 'Cause baby now we got bad blood (hey!) Now we got problems And I don't think we can solve them You made a really deep cut And baby now we got bad blood (hey!) Band-aids don't fix bullet holes You say sorry just for show You live like that, you live with ghosts (ghosts, ghosts) Band-aids don't fix bullet holes (hey!) You say sorry just for show (hey!) You live like that, you live with ghosts (hey!) Hm, if you love like that blood runs 'Cause baby now we got bad blood You know it used to be mad love So take a look at what you've done 'Cause baby now we got bad blood (bad) Now we got problems And I don't think we can solve them (think we can solve them) You made a really deep cut And baby now we got bad blood 'Cause baby now we got bad blood You know it used to be mad love So take a look at what you've done (look at what you've done) 'Cause baby now we got bad blood (woah) Now we got problems And I don't think we can solve them You made a really deep cut And baby now we got bad blood (hey!)",3:35,215,84.91514587,1.344146013
Wildest Dreams,Taylor Swift,1,2014,0,"4,1,5,7,4,1,5,7",1,"He said, ""Let's get out of this town Drive out of the city away from the crowds"" I thought, ""Heaven can't help me now"" Nothin' lasts forever But this is gonna take me down He's so tall and handsome as hell He's so bad but he does it so well I can see the end as it begins My one condition is Say you'll remember me Standin' in a nice dress Starin' at the sunset, babe Red lips and rosy cheeks Say you'll see me again Even if it's just in your Wildest dreams, ah, ha Wildest dreams, ah, ha I said, ""No one has to know what we do"" His hands are in my hair, his clothes are in my room And his voice is a familiar sound Nothin' lasts forever But this is gettin' good now He's so tall and handsome as hell He's so bad but he does it so well And when we've had our very last kiss But my last request is Say you'll remember me Standin' in a nice dress Starin' at the sunset babe Red lips and rosy cheeks Say you'll see me again Even if it's just in your Wildest dreams, ah, ha (ha, ha) Wildest dreams, ah, ha You'll see me in hindsight Tangled up with you all night Burnin' it down Someday, when you leave me I bet these memories Follow you around You'll see me in hindsight Tangled up with you all night Burnin' (burnin'), it (it), down (down) Someday, when you leave me I bet these memories Follow (follow), you (you), around (Follow you around) Say you'll remember me Standing in a nice dress Starin' at the sunset, babe Red lips and rosy cheeks Say you'll see me again Even if it's just pretend Say you'll remember me Standin' in a nice dress Starin' at the sunset babe Red lips and rosy cheeks Say you'll see me again Even if it's just in your (just pretend) Wildest dreams, ah, ha (ah) In your wildest dreams, ah, ha Even if it's just in your Wildest dreams, ah, ha (ah) In your wildest dreams, ah, ha",3:36,216,140.0068207,1.235143542
Dark Horse,Katy Perry,1,2013,0,"1,6,5,4,1,6,5,4",0,"I knew you were You were gonna come to me And here you are But you better choose carefully 'Cause I'm capable of anything Of anything and everything Make me your Aphrodite Make me your one and only But don't make me your enemy, your enemy, your enemy So you wanna play with magic Boy, you should know whatcha falling for Baby do you dare to do this 'Cause I'm coming atcha like a dark horse Are you ready for, ready for A perfect storm, a perfect storm 'Cause once you're mine, once you're mine There's no going back Mark my words This love will make you levitate Like a bird Like a bird without a cage But down to earth If you choose to walk away, don't walk away It's in the palm of your hand now baby It's a yes or no, no maybe So just be sure before you give it up to me Up to me, give it up to me So you wanna play with magic Boy, you should know whatcha falling for Baby do you dare to do this 'Cause I'm coming atcha like a dark horse Are you ready for, ready for A perfect storm, a perfect storm 'Cause once you're mine, once you're mine There's no going back She's a beast I call her Karma She eat your heart out Like Jeffrey Dahmer Be careful Try not to lead her on Shawty's heart was on steroids 'Cause her love was so strong You may fall in love When you meet her If you get the chance you better keep her She swears by it but if you break her heart She turn cold as a freezer That fairy tale ending with a knight in shining armor She can be my Sleeping Beauty I'm gon' put her in a coma Woo! Damn I think I love her Shawty so bad I'm sprung and I don't care She got me like a roller coaster Turn the bedroom into a fair Her love is like a drug I was tryna hit it and quit it But lil' mama so dope I messed around and got addicted So you wanna play with magic Boy, you should know whatcha falling for Baby do you dare to do this 'Cause I'm coming atcha like a dark horse Are you ready for, ready for A perfect storm, a perfect storm 'Cause once you're mine, once you're mine There's no going back",3:35,215,131.9469299,1.020700812
Roar,Katy Perry,1,2013,0,"1,5,6,3,1,5,6,3",0,"I used to bite my tongue and hold my breath Scared to rock the boat and make a mess So I sat quietly, agreed politely I guess that I forgot I had a choice I let you push me past the breaking point I stood for nothing, so I fell for everything You held me down, but I got up (hey) Already brushing off the dust You hear my voice, you hear that sound Like thunder, gonna shake the ground You held me down, but I got up (hey) Get ready 'cause I've had enough I see it all, I see it now I got the eye of the tiger, a fighter Dancing through the fire 'Cause I am a champion, and you're gonna hear me roar Louder, louder than a lion 'Cause I am a champion, and you're gonna hear me roar Oh-oh-oh-oh-oh Oh-oh-oh-oh-oh Oh-oh-oh-oh-oh You're gonna hear me roar Now I'm floatin' like a butterfly Stinging like a bee, I earned my stripes I went from zero, to my own hero You held me down, but I got up (hey) Already brushing off the dust You hear my voice, you hear that sound Like thunder, gonna shake the ground You held me down, but I got up (hey) Get ready 'cause I've had enough I see it all, I see it now I got the eye of the tiger, a fighter Dancing through the fire 'Cause I am a champion, and you're gonna hear me roar Louder, louder than a lion 'Cause I am a champion, and you're gonna hear me roar Oh-oh-oh-oh-oh Oh-oh-oh-oh-oh Oh-oh-oh-oh-oh You're gonna hear me roar Oh-oh-oh-oh-oh Oh-oh-oh-oh-oh (you'll hear me roar) Oh-oh-oh-oh-oh You're gonna hear me roar Roar, roar, roar, roar, roar I got the eye of the tiger, a fighter Dancing through the fire 'Cause I am a champion, and you're gonna hear me roar Louder, louder than a lion 'Cause I am a champion, and you're gonna hear me roar Oh-oh-oh-oh-oh Oh-oh-oh-oh-oh (yeah) Oh-oh-oh-oh-oh You're gonna hear me roar Oh-oh-oh-oh-oh Oh-oh-oh-oh-oh (you'll hear me roar) Oh-oh-oh-oh-oh You're gonna hear me roar",3:43,223,90.02083588,1.157688856
Firework,Katy Perry,1,2016,0,"1,2,6,4,1,2,6,4",0,"Do you ever feel like a plastic bag Drifting through the wind, wanting to start again? Do you ever feel, feel so paper thin Like a house of cards, one blow from cavin' in? Do you ever feel already buried deep? Six feet under screams, but no one seems to hear a thing Do you know that there's still a chance for you? 'Cause there's a spark in you You just gotta ignite the light And let it shine Just own the night Like the Fourth of July 'Cause baby, you're a firework Come on, show 'em what you're worth Make 'em go, ""Oh, oh, oh"" As you shoot across the sky Baby, you're a firework Come on, let your colors burst Make 'em go, ""Oh, oh, oh"" You're gonna leave 'em all in awe, awe, awe You don't have to feel like a waste of space You're original, cannot be replaced If you only knew what the future holds After a hurricane comes a rainbow Maybe a reason why all the doors are closed So you could open one that leads you to the perfect road Like a lightning bolt, your heart will glow And when it's time, you'll know You just gotta ignite the light And let it shine Just own the night Like the Fourth of July 'Cause baby, you're a firework Come on, show 'em what you're worth Make 'em go, ""Oh, oh, oh"" As you shoot across the sky Baby, you're a firework Come on, let your colors burst Make 'em go, ""Oh, oh, oh"" You're gonna leave 'em all in awe, awe, awe Boom, boom, boom Even brighter than the moon, moon, moon It's always been inside of you, you, you And now it's time to let it through 'Cause baby, you're a firework Come on, show 'em what you're worth Make 'em go, ""Oh, oh, oh"" As you shoot across the sky Baby, you're a firework Come on, let your colors burst Make 'em go, ""Oh, oh, oh"" You're gonna leave 'em all in awe, awe, awe Boom, boom, boom Even brighter than the moon, moon, moon Boom, boom, boom Even brighter than the moon, moon, moon",3:53,233,124.0137482,1.293597579
Last Friday Night,Katy Perry,1,2010,0,"1,6,3,2,1,6,3,2",0,"There's a stranger in my bed There's a pounding in my head Glitter all over the room Pink flamingos in the pool I smell like a minibar DJ's passed out in the yard Barbies on the barbecue This a hickey or a bruise? Pictures of last night ended up online I'm screwed, oh, well It's a blacked out blur, but I'm pretty sure it ruled Damn Last Friday night Yeah, we danced on tabletops And we took too many shots Think we kissed, but I forgot Last Friday night Yeah, we maxed our credit cards And got kicked out of the bar So we hit the boulevard Last Friday night We went streaking in the park Skinny dipping in the dark Then had a ménage à trois Last Friday night Yeah, I think we broke the law Always say we're gonna stop, whoa This Friday night, do it all again But this Friday night, do it all again Trying to connect the dots Don't know what to tell my boss Think the city towed my car Chandelier is on the floor Ripped my favorite party dress Warrant's out for my arrest Think I need a ginger ale That was such an epic fail Pictures of last night ended up online I'm screwed, oh, well It's a blacked out blur, but I'm pretty sure it ruled Damn Last Friday night Yeah, we danced on tabletops And we took too many shots Think we kissed, but I forgot Last Friday night Yeah, we maxed our credit cards And got kicked out of the bar So we hit the boulevard Last Friday night We went streaking in the park Skinny dipping in the dark Then had a ménage à trois Last Friday night Yeah, I think we broke the law Always say we're gonna stop, whoa This Friday night, do it all again (Do it all again) This Friday night, do it all again (Do it all again) This Friday night Last Friday night Yeah, we danced on tabletops And we took too many shots Think we kissed, but I forgot Last Friday night Yeah, we maxed our credit cards And got kicked out of the bar So we hit the boulevard Last Friday night We went streaking in the park Skinny dipping in the dark Then had a ménage à trois Last Friday night Yeah, I think we broke the law Always say we're gonna stop, whoa But this Friday night, do it all again",3:51,231,126.0430527,1.692027211
Hot N Cold,Katy Perry,1,2008,0,"1,5,2,4,1,5,2,4",1,"You change your mind Like a girl changes clothes Yeah you, PMS Like a bitch I would know And you over think Always speak Cryptically I should know That you're no good for me 'Cause you're hot then you're cold You're yes then you're no You're in then you're out You're up then you're down You're wrong when it's right It's black and it's white We fight, we break up We kiss, we make up (You) You don't really want to stay, no (You) But you don't really want to go-o You're hot then you're cold You're yes then you're no You're in then you're out You're up then you're down We used to be Just like twins So in sync The same energy Now's a dead battery Used to laugh bout nothing Now you're plain boring I should know that You're not gonna change 'Cause you're hot then you're cold You're yes then you're no You're in then you're out You're up then you're down You're wrong when it's right It's black and it's white We fight, we break up We kiss, we make up (You) You don't really want to stay, no (You) But you don't really want to go-o You're hot then you're cold You're yes then you're no You're in then you're out You're up then you're down Someone call the doctor Got a case of a love bi-polar Stuck on a roller coaster Can't get off this ride You change your mind Like a girl changes clothes 'Cause you're hot then you're cold You're yes then you're no You're in then you're out You're up then you're down You're wrong when it's right It's black and it's white We fight, we break up We kiss, we make up You're hot then you're cold You're yes then you're no You're in then you're out You're up then you're down You're wrong when it's right It's black and it's white We fight, we break up We kiss, we make up (You) You don't really want to stay, no (You) But you don't really want to go-o You're hot then you're cold You're yes then you're no You're in then you're out You're up then you're down, down.",4:14,254,131.9943542,1.722899318
California Gurls,"Katy Perry, Snoop Dogg",3,2010,0,"1,4,5,6,1,4,5,6",0,"Greetings loved ones Let's take a journey I know a place Where the grass is really greener Warm, wet n' wild There must be something in the water Sippin' gin and juice Laying underneath the palm trees (Undone) The boys Break their necks Try'na to creep a little sneak peek (At us) You could travel the world But nothing comes close To the golden coast Once you party with us You'll be falling in love Ooh oh ooh oh oh ooh California girls We're unforgettable Daisy dukes Bikinis on top Sun-kissed skin So hot We'll melt your popsicle Ooh oh ooh Ooh oh ooh California girls We're undeniable Fine, fresh, fierce We got it on lock West coast represent Now put your hands up Ooh oh ooh Ooh oh ooh Sex on the beach We don't mind sand in our stilettos We freak In my jeep Snoop doggy-dog on the stereo oh oh You could travel the world But nothing comes close To the golden coast Once you party with us You'll be falling in love Ooh oh ooh ooh oh ooh California girls We're unforgettable Daisy dukes Bikinis on top Sun-kissed skin So hot We'll melt your popsicle Ooh oh ooh Ooh oh ooh California girls We're undeniable Fine, fresh, fierce We got it on lock West coast represent Now put your hands up Ooh oh ooh Ooh oh ooh Toned, tan Fit and ready Turn it up 'cause its gettin' heavy Wild, wild west coast These are the girls I love the most I mean the ones I mean like she's the one Kiss her, touch her Squeeze her buns The girl's a freak She drive a jeep And live on the beach I'm okay I won't play I love the bay Just like I love L.A. Venice Beach And Palm Springs Summertime is everything Home boys Bangin' out All that ass Hanging out Bikinis, zucchinis, martinis No weenies Just a king And a queenie Katy my lady (Yeah) And looky here baby (Uh huh) I'm all up on ya 'Cause you representing California (oh yeah) California girls We're unforgettable Daisy dukes Bikinis on top Sun-kissed skin So hot We'll melt your popsicle Ooh oh ooh Ooh oh ooh California girls We're undeniable Fine, fresh, fierce We got it on lock West coast represent (west coast, west coast) Now put your hands up Ooh oh ooh Ooh oh ooh California girls man (California) (California girls)",3:53,233,125.0428391,1.610443115
Going Bad,Meek Mill,0,2019,0,"4,4,4,4,4,4,4,3",0,"Back home, smokin' legal (legal) I got more slaps than The Beatles (Beatles) Foreign shit runnin' on diesel, dawg Playin' with my name, that shit is lethal, dawg (who you say you was?) Don Corleone Trust me, at the top it isn't lonely (strapped) Everybody actin' like they know me, dawg Don't just say you're down, you gotta show me (what you gotta do?) Bring the clip back empty (it's empty) You asked to see the boss, so they sent me, dawg (sent me, dawg) I just broke her off with a ten-piece, dawg (ten-piece, dawg) That ain't nothin', I'm just bein' friendly, dawg It's just a lil' ten piece for her Just to blow it in the mall, doesn't mean that we're involved I just what? I just uh, put a Richard on the card I ain't grow up playin' ball, but I'll show you how the fuck you gotta do it If you really wanna ball 'til you fall When your back against the wall And a bunch of niggas need you to go away Still goin' bad on 'em anyway Saw you last night, but did it broad day Yeah, lot of Murakami in the hallway (What?) Got a sticky and I keep it at my dawg's place Girl, I left your love at Magic, now it's all shade Still goin' bad on you anyway Whoa, whoa, ooh, whoa Whoa, whoa, ah I could fit like eight racks in my Amiris (eight racks) Me and Drizzy back-to-back, it's gettin' scary (back-to-back) If you fuckin' with my opps just don't come near me (get out my way) Put some bands all on your head like Jason Terry (brrt, brrt, ooh) Richard Mille cost a Lambo (that's a Lambo) Known to keep the baddest bitches on commando (salute) Every time I'm in my trap, I move like Rambo (extended) Ain't a neighborhood in Philly that I can't go (that's a Fendi) For real She said, ""Oh, you rich rich?"" (""You rich rich"") Bitch, I graduated, call me ""Big Fish"" (ballin') I got Lori Harvey on my wish list (that's Lori) That's the only thing I want for Christmas (true story, uh) I've been had my way out here, yeah, know that's facts (facts) You ain't livin' that shit you sell, yeah, we know that's cap (that's cap) You ain't got to ask me when you see me, know I'm strapped (brrt) DC, OVO, we back again, we goin' bad (ooh, ooh) It's just a lil' ten-piece for her Just to blow it in the mall, doesn't mean that we're involved I just what? I just uh, put a Richard on the card I ain't grow up playin' ball, but I'll show you how the fuck you gotta do it If you really wanna ball 'til you fall When your back against the wall And a bunch of niggas need you to go away Still goin' bad on 'em anyway Saw you last night, but did it broad day",4:24,264,,
